"School ID","School Ministry Number","School Name","Year Established","School Classification","Education Office","District Name","Administrative Region","Administrative Contry","Administrative Centers","School Address","School Phone","School Fax","Study Level","School Gender","Student Count","Saudi Student Count","NonSaudi Student Count","Teachers Count","Saudi Teacher Count","NonSaudi Teacher Count","Classes Count"
"24191","90171","wadi tafsha -","1420","حكومي","مكتب التربية والتعليم في بيش","إدارة التربية والتعليم بمحافظة صبيا","جازان","الريث","الريث","صبيا - وادي طفشه بالريث","sabia@sabiaedu.gov.sa","557766030","0","المرحلة الابتدائية","بنين","31","31","0","6","6","0","6"
"29145","74569","ALrafaya Elementary School","1404","حكومي","سميراء","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","حائل","سميراء","سميراء","g74569@hailsa.gov.sa","5210641","0","المرحلة الابتدائية","بنات","53","53","0","10","10","0","6"
"45842","47709","Asim ibn Abi-Annajoud Secondary School /Hearing Disability Program","","حكومي","مكتب التربية والتعليم بالمذنب","إدارة التربية والتعليم بمحافظة المذنب","القصيم","المذنب","المذنب","","","","","المرحلة الثانوية","بنين","3","3","0","6","6","0","1"
"4183","58813","THE FIRST SECONDARY SCHOOL IN ALMANSOURAH","1402","حكومي","مكتب التربية والتعليم بالقرى","الإدارة العامة للتربية والتعليم بمحافظة الاحساء","الشرقية","الإحساء","الأحساء","الأحساء - الهفوف - المنصورة","s58813@hashedu.info","5975765","","المرحلة الثانوية","بنات","121","121","0","13","13","0","6"
"29799","82016","botat primary","1402","حكومي","مكتب التربية والتعليم بغامد الزناد","إدارة التربية والتعليم بمحافظة المخواة","الباحة","المخواة","بطاط","المخواه","schoolofpatat@hotmail.com","7393766","0","المرحلة الابتدائية","بنات","120","118","2","20","20","0","7"
"29067","72541","Tarj elementary School","1400","Ш­ЩѓЩ€Щ…ЩЉ","Ш§ШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","Ш№ШіЩЉШ±","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„Щ†Щ…Ш§Шµ","ШЄШ±Ш¬","g72541@namasedu.gov.sa","2910789","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","23","23","0","12","12","0","6"
"22265","64129",".Aljazeera","1392","حكومي","مكتب التربية والتعليم بخيبر","إدارة التربية والتعليم بمحافظة بيشة","عسير","خميس مشيط","خميس مشيط","بيشه - الجزيره","mojeb2011@hotmail.com","2371536","2371536","المرحلة الابتدائية","بنين","37","37","0","18","17","1","6"
"24498","93233","Wadi Galb","1408","حكومي","مكتب التربية والتعليم ببدرالجنوب","الإدارة العامة للتربية والتعليم بمنطقة نجران","نجران","بدر الجنوب","الخانق","نجران -بدر الجنوب - الخانق -هجرة وادي قاب","eedu93233@najranedu.gov.sa","075222084","","المرحلة الابتدائية","بنين","22","20","2","6","6","0","6"
"46108","40988","Secondary Alaqeeq International American system","1419","تعليم أجنبي","مكتب التربية والتعليم شرق المدينة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","","40988@madinaedu.net","","","المرحلة الثانوية","بنين","62","0","62","8","2","6","3"
"48182","82239","-","1434","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШєШ§Щ…ШЇ Ш§Щ„ШІЩ†Ш§ШЇ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ…Ш®Щ€Ш§Ш©","Ш§Щ„ШЁШ§Ш­Ш©","Ш§Щ„Щ…Ш®Щ€Ш§Ш©","Щ†ШµШЁШ© Щ€Ш¬ШЁШ§Щ„ Ш§Щ„Щ…ШіЩ€ШЇШ©","","nosba234@hotmail.com","","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Щ…ШЄЩ€ШіШ·Ш©","ШЁЩ†Ш§ШЄ","56","56","0","9","9","0","6"
"3980","51178","Aager Secondary Shcool","1420","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ¶Ш±ЩЉШ©","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш±Ші","Ш§Щ„Щ‚ШµЩЉЩ…","Ш§Щ„Ш±Ші","Ш¶Ш±ЩЉШ©","Ш§Щ„Щ‚ШµЩЉЩ…-Ш§Щ„Ш±Ші","51178@alrssge.gov.sa","062422210","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","ШЁЩ†Ш§ШЄ","102","102","0","25","25","0","11"
"13666","30973","The Seventh Intermediate School at AL-Haweyah","1419","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Ш­Щ€ЩЉШ©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш·Ш§Ш¦ЩЃ","Ш§Щ„Ш­Щ€ЩЉШ© / Ш­ЩЉ Щ‚Ш±ЩЉШґ","30973@taifged.gov.sa","7255307","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Щ…ШЄЩ€ШіШ·Ш©","ШЁЩ†Ш§ШЄ","214","200","14","28","28","0","10"
"54180","156695","maryah al qabtayah elementary school In dammam","1436","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШґШ±Щ‚ Ш§Щ„ШЇЩ…Ш§Щ…","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ…Щ†Ш·Щ‚Ш© Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„ШЇЩ…Ш§Щ…","Ш§Щ„ШЇЩ…Ш§Щ…","","","","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","101","76","25","13","13","0","3"
"28004","58605","THE FIRST ELEMENTARY SCHOOL IN ALJOBEEL","1393","?????","???? ??????? ???????? ??????","??????? ?????? ??????? ???????? ??????? ???????","???????","???????","???????","?????? (???? ??????)","p58605@hasaedu.info","5968193","5968193","??????? ??????????","????","309","309","0","21","21","0","13"
"15067","58773","The 1st intermediate School In Ykreb","1413","?????","???? ??????? ???????? ??????? ????","??????? ?????? ??????? ???????? ???????? ???????","???????","?????","????","????","asde@hotmail.com","5680725","0","??????? ????????","????","27","21","6","14","14","0","4"
"1103","32832","jeel al-faisal","1416","أهلي","مكتب التربية والتعليم بوسط جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","حى الصفا شارع ام القرى","32832@jedu.gov.sa","6772997","6771123","المرحلة الثانوية","بنين","347","292","55","33","10","23","16"
"22262","64126",".Badr","1394","حكومي","مكتب التربية والتعليم بترج","إدارة التربية والتعليم بمحافظة بيشة","عسير","بيشة","وادي ترج","بيشه - وادي ترج - البهيم","mohd_ale@hotmail.com","6333532","0","المرحلة الابتدائية","بنين","145","145","0","21","21","0","6"
"45998","47559","Adult Education Center Al bshare","1432","حكومي","مكتب التربية والتعليم شمال بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","بريدة","","","","","تعليم كبار","بنين","8","8","0","0","0","0","1"
"19761","32101","Saeed bin zaid","1400","حكومي","مكتب التربية والتعليم بخليص","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","خليص","الخوار","محافظة خليص ابو حليفاء","32101@jedu.gov.sa","0544589866","0","المرحلة الابتدائية","بنين","39","39","0","10","10","0","6"
"19658","29392","MUAAD BEN GABEL","1402","حكومي","شمال الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","عشيرة","عشيرة - آل مشعان","acct666@hotmail.com","7606874","0","المرحلة الابتدائية","بنين","50","47","3","11","11","0","6"
"25046","22068","AYTYb","1402","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ‚Щ€ЩЉШ№ЩЉШ©","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ‚Щ€ЩЉШ№ЩЉШ©","Ш§Щ„Ш±ЩЉШ§Ш¶","","","ШЄШЁШ±Ш§Щѓ","22068@qwihedu.gov.sa","6540057","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","66","60","6","18","18","0","6"
"49683","195109","GR Alriyadh","1435","تعليم أجنبي","غرب","الإدارة العامة للتربية والتعليم بمنطقة الرياض","الرياض","الرياض","الرياض","الرياض","ha-njood@riyadhschools.edu.sa","","4081904","المرحلة الابتدائية","بنات","456","441","15","40","14","26","23"
"18298","11251","Al-Ebaireq Elementary School","","حكومي","مكتب التربية والتعليم بالسويدي","الإدارة العامة للتربية والتعليم الرياض","الرياض","ضرماء","ضرما","ضرماء","pgmdabyreq@riyadhedu.gov.sa","5220196","0115220196","المرحلة الابتدائية","بنين","146","132","14","9","9","0","6"
"28316","62596","Mesferah Elementary School at Ballahmer","","Ш­ЩѓЩ€Щ…ЩЉ","ШЁЩ„Щ„Ш­Щ…Ш±","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш№ШіЩЉШ±","Ш№ШіЩЉШ±","ШЈШЁЩЂЩ‡Ш§","ШЁЩ„Щ„Ш­Щ…Ш±","ШЁЩ„Щ„Ш­Щ…Ш± - Щ…ШіЩЃШ±Ш©","62596@asedu.gov.sa","2841586","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","28","28","0","12","12","0","8"
"21428","53200","QUTAIBAH BIN MUSLIM ELEMENTARY SCHOOL","1407","حكومي","مكتب التربية والتعليم بغرب الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الدمام","الدمام","الدمام مخطط 91/أ","b53200@schooleast.gov.sa","8221198","8221198","المرحلة الابتدائية","بنين","956","887","69","56","56","0","31"
"55006","141548","Baraem khaibar","1435","أهلي","مكتب التربية والتعليم بمحافظة خيبر","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","خيبر","خيبر","","baraemkhyber@gmail.com","","","رياض أطفال","بنات","17","13","4","5","5","0","3"
"655","17296","Al-Shoara","","حكومي","الدوادمي","إدارة التربية والتعليم بمحافظة الداوادمي","الرياض","الدوادمي","الشعراء","بلدة الشعراء- الشارع العام","dwi17244@dwadmiedu.gov.sa","016434339","","المرحلة الثانوية","بنين","25","25","0","16","15","1","3"
"53885","132017","KHALID","1435","حكومي","مكتب التربية والتعليم بشمال جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","","132017@jedu.gov.sa","","","المرحلة الثانوية","بنين","60","56","4","12","12","0","6"
"34975","49504","Auditory Handicap classes","","حكومي","ادارة التربية والتعليم بمحافظة المذنب","إدارة التربية والتعليم بمحافظة المذنب","القصيم","المذنب","المذنب","","","","","المرحلة الابتدائية","بنات","4","3","1","4","4","0","2"
"20993","47228","School Faisaliah","1356","حكومي","مكتب التربية والتعليم شرق بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","بريدة","القصيم-بريدة-النازية","p-k-fisal@qbe.gov.sa","3231046","3231046","المرحلة الابتدائية","بنين","200","144","56","16","16","0","10"
"8862","26378","Ibn Rajab","","حكومي","مكتب التربية والتعليم بجنوب مكة المكرمة","الإدارة العامة للتربية و التعليم بمنطقة مكة المكرمة","مكة المكرمة","مكة المكرمة","مكة المكرمة","مكة المكرمة شارع عبد الله خياط","0","5590338","0","المرحلة المتوسطة","بنين","356","210","146","31","31","0","15"
"25813","30722","A'Silmeyah Elementary","1413","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉЩ‡ Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Ш®Ш±Щ…Щ‡","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Ш·Ш§Ш¦ЩЃ","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш®Ш±Щ…Ш©","Ш§Щ„Ш®Ш±Щ…Ш©","Ш§Щ„ШіЩ„Щ…ЩЉШ©","30722@taifgdue.gov.sa","28435040","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","55","55","0","13","13","0","6"
"28412","62701","The 1st Elementary School at Dhahran Aljanoub","","Ш­ЩѓЩ€Щ…ЩЉ","ШёЩ‡Ш±Ш§Щ† Ш§Щ„Ш¬Щ†Щ€ШЁ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш№ШіЩЉШ±","Ш№ШіЩЉШ±","ШёЩ‡Ш±Ш§Щ† Ш§Щ„Ш¬Щ†Щ€ШЁ","ШёЩ‡Ш±Ш§Щ† Ш§Щ„Ш¬Щ†Щ€ШЁ","Ш§Щ„Ш±Ш­ЩЉШЁ Ш§Щ„ШґШ±Щ‚ЩЉ","www@assiredu.gov.sa","2551499","72551499","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","243","205","38","28","28","0","12"
"10242","47550","medium-sheikh abdulaziz bin baz","1420","حكومي","مكتب التربية والتعليم شرق بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","بريدة","القصيم-بريدة-حي الضاحي","i-47550@qbe.gov.sa","3292290","","المرحلة المتوسطة","بنين","268","264","4","20","20","0","10"
"29547","78073","elementary Alhawuet at doba’a","1428","حكومي","مركز اشراف ضباء","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","ضباء","شواق","الحواويط","alhawuet@hotmail.com","4321865","0","المرحلة الابتدائية","بنات","47","47","0","11","11","0","6"
